codigo_gerencial;demonstrativo;nome;grupo_macro;nivel;natureza;dfc_numero;destino_dfc;descricao_dfc;observacao
DRE.07.07.05.01;DRE;Outras despesas administrativas;Despesas Administrativas;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
DRE.08;DRE;Tributos e provisoes operacionais;Tributos e Provisoes;2;Sintetica;;;;
DRE.08.01;DRE;Tributos operacionais;Tributos e Provisoes;3;Sintetica;;;;
DRE.08.01.01;DRE;Tributos financeiros e operacionais;Tributos e Provisoes;4;Sintetica;;;;
DRE.08.01.01.01;DRE;IOF operacional;Tributos e Provisoes;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
DRE.08.01.02;DRE;Taxas patrimoniais e reguladoras;Tributos e Provisoes;4;Sintetica;;;;
DRE.08.01.02.01;DRE;Taxas de conselhos e orgaos reguladores;Tributos e Provisoes;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
DRE.08.01.02.02;DRE;IPTU, IPVA e taxas patrimoniais;Tributos e Provisoes;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
DRE.08.01.03;DRE;Outros tributos operacionais;Tributos e Provisoes;4;Sintetica;;;;
DRE.08.01.03.01;DRE;Outros tributos operacionais;Tributos e Provisoes;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
DRE.08.02;DRE;Provisoes e perdas;Tributos e Provisoes;3;Sintetica;;;;
DRE.08.02.01;DRE;Provisoes e contingencias;Tributos e Provisoes;4;Sintetica;;;;
DRE.08.02.01.01;DRE;Provisoes operacionais;Tributos e Provisoes;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
DRE.08.02.01.02;DRE;Contingencias operacionais;Tributos e Provisoes;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
DRE.08.02.02;DRE;Perdas estimadas e diversas;Tributos e Provisoes;4;Sintetica;;;;
DRE.08.02.02.01;DRE;Perdas estimadas com clientes;Tributos e Provisoes;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
DRE.08.02.02.02;DRE;Perdas diversas;Tributos e Provisoes;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
DRE.09;DRE;Outros resultados operacionais;Outros Resultados Operacionais;2;Sintetica;;;;
DRE.09.01;DRE;Outras receitas operacionais;Outros Resultados Operacionais;3;Sintetica;;;;
DRE.09.01.01;DRE;Recuperacoes e bonificacoes;Outros Resultados Operacionais;4;Sintetica;;;;
DRE.09.01.01.01;DRE;Bonificacoes recebidas;Outros Resultados Operacionais;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.09.01.01.02;DRE;Recuperacoes operacionais;Outros Resultados Operacionais;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.09.01.02;DRE;Alienacao de ativos;Outros Resultados Operacionais;4;Sintetica;;;;
DRE.09.01.02.01;DRE;Receita na alienacao de ativos;Outros Resultados Operacionais;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.09.01.03;DRE;Demais receitas operacionais;Outros Resultados Operacionais;4;Sintetica;;;;
DRE.09.01.03.01;DRE;Demais receitas operacionais;Outros Resultados Operacionais;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.09.02;DRE;Outras despesas operacionais;Outros Resultados Operacionais;3;Sintetica;;;;
DRE.09.02.01;DRE;Baixas e alienacao de ativos;Outros Resultados Operacionais;4;Sintetica;;;;
DRE.09.02.01.01;DRE;Custo na alienacao de ativos;Outros Resultados Operacionais;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.09.02.01.02;DRE;Baixas operacionais;Outros Resultados Operacionais;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.09.02.02;DRE;Perdas e demais despesas operacionais;Outros Resultados Operacionais;4;Sintetica;;;;
DRE.09.02.02.01;DRE;Perdas operacionais nao recorrentes;Outros Resultados Operacionais;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.09.02.02.02;DRE;Demais despesas operacionais;Outros Resultados Operacionais;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.09.02.02.03;DRE;Outros resultados operacionais identificados;Outros Resultados;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.10;DRE;Resultado operacional;Resultado Operacional;2;Subtotal;;;;
DRE.11;DRE;Depreciacao e amortizacao destacada;Depreciacao e Amortizacao;2;Sintetica;;;;
DRE.11.01;DRE;Depreciacao e amortizacao;Depreciacao e Amortizacao;3;Sintetica;;;;
DRE.11.01.01;DRE;Depreciacao;Depreciacao e Amortizacao;4;Sintetica;;;;
DRE.11.01.01.01;DRE;Depreciacao destacada;Depreciacao e Amortizacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.11.01.02;DRE;Amortizacao;Depreciacao e Amortizacao;4;Sintetica;;;;
DRE.11.01.02.01;DRE;Amortizacao destacada;Depreciacao e Amortizacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.11.01.03;DRE;Exaustao;Depreciacao e Amortizacao;4;Sintetica;;;;
DRE.11.01.03.01;DRE;Exaustao destacada;Depreciacao e Amortizacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.12;DRE;Resultado operacional;Resultado Operacional;2;Subtotal;;;;
DRE.13;DRE;Resultado financeiro;Resultado Financeiro;2;Sintetica;;;;
DRE.13.01;DRE;Receitas financeiras;Resultado Financeiro;3;Sintetica;;;;
DRE.13.01.01;DRE;Rendimentos de aplicacoes;Resultado Financeiro;4;Sintetica;;;;
DRE.13.01.01.01;DRE;Rendimentos de aplicacoes financeiras;Resultado Financeiro;5;Analitica;6;DFC.OP.REC_FIN;Receitas financeiras;preenchido pelo plano gerencial editavel
DRE.13.01.02;DRE;Juros, descontos e recuperacoes financeiras;Resultado Financeiro;4;Sintetica;;;;
DRE.13.01.02.01;DRE;Juros ativos;Resultado Financeiro;5;Analitica;6;DFC.OP.REC_FIN;Receitas financeiras;preenchido pelo plano gerencial editavel
DRE.13.01.02.02;DRE;Descontos obtidos;Resultado Financeiro;5;Analitica;6;DFC.OP.REC_FIN;Receitas financeiras;preenchido pelo plano gerencial editavel
DRE.13.01.02.03;DRE;Recuperacoes e atualizacoes financeiras;Resultado Financeiro;5;Analitica;6;DFC.OP.REC_FIN;Receitas financeiras;preenchido pelo plano gerencial editavel
DRE.13.02;DRE;Despesas financeiras;Resultado Financeiro;3;Sintetica;;;;
DRE.13.02.01;DRE;Tarifas e despesas bancarias;Resultado Financeiro;4;Sintetica;;;;
DRE.13.02.01.01;DRE;Despesas bancarias;Resultado Financeiro;5;Analitica;7;DFC.OP.DESP_FIN;Despesas financeiras;preenchido pelo plano gerencial editavel
DRE.13.02.01.02;DRE;Tarifas de cartao debito/credito;Resultado Financeiro;5;Analitica;7;DFC.OP.DESP_FIN;Despesas financeiras;preenchido pelo plano gerencial editavel
DRE.13.02.01.03;DRE;IOF e impostos financeiros;Resultado Financeiro;5;Analitica;7;DFC.OP.DESP_FIN;Despesas financeiras;preenchido pelo plano gerencial editavel
DRE.13.02.02;DRE;Juros, multas e descontos financeiros;Resultado Financeiro;4;Sintetica;;;;
DRE.13.02.02.01;DRE;Juros e multas passivos;Resultado Financeiro;5;Analitica;7;DFC.OP.DESP_FIN;Despesas financeiras;preenchido pelo plano gerencial editavel
DRE.13.02.02.02;DRE;Descontos concedidos financeiros;Resultado Financeiro;5;Analitica;7;DFC.OP.DESP_FIN;Despesas financeiras;preenchido pelo plano gerencial editavel
DRE.13.02.03;DRE;Outras despesas financeiras;Resultado Financeiro;4;Sintetica;;;;
DRE.13.02.03.01;DRE;Outras despesas financeiras;Resultado Financeiro;5;Analitica;7;DFC.OP.DESP_FIN;Despesas financeiras;preenchido pelo plano gerencial editavel
DRE.13.03;DRE;Variacao cambial;Resultado Financeiro;3;Sintetica;;;;
DRE.13.03.01;DRE;Variacao cambial ativa;Resultado Financeiro;4;Sintetica;;;;
DRE.13.03.01.01;DRE;Variacao cambial ativa;Resultado Financeiro;5;Analitica;6;DFC.OP.REC_FIN;Receitas financeiras;preenchido pelo plano gerencial editavel
DRE.13.03.02;DRE;Variacao cambial passiva;Resultado Financeiro;4;Sintetica;;;;
DRE.13.03.02.01;DRE;Variacao cambial passiva;Resultado Financeiro;5;Analitica;7;DFC.OP.DESP_FIN;Despesas financeiras;preenchido pelo plano gerencial editavel
DRE.14;DRE;Resultados nao operacionais;Resultados Nao Operacionais;2;Sintetica;;;;
DRE.14.01;DRE;Receitas nao operacionais;Resultados Nao Operacionais;3;Sintetica;;;;
DRE.14.01.01;DRE;Receitas nao operacionais recorrentes;Resultados Nao Operacionais;4;Sintetica;;;;
DRE.14.01.01.01;DRE;Outras receitas nao operacionais;Resultados Nao Operacionais;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.14.01.02;DRE;Ganhos nao operacionais;Resultados Nao Operacionais;4;Sintetica;;;;
DRE.14.01.02.01;DRE;Ganhos na venda de ativos nao operacionais;Resultados Nao Operacionais;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.14.02;DRE;Despesas nao operacionais;Resultados Nao Operacionais;3;Sintetica;;;;
DRE.14.02.01;DRE;Despesas nao operacionais recorrentes;Resultados Nao Operacionais;4;Sintetica;;;;
DRE.14.02.01.01;DRE;Outras despesas nao operacionais;Resultados Nao Operacionais;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.14.02.02;DRE;Perdas nao operacionais;Resultados Nao Operacionais;4;Sintetica;;;;
DRE.14.02.02.01;DRE;Perdas na baixa de ativos nao operacionais;Resultados Nao Operacionais;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
DRE.15;DRE;Resultado antes de IRPJ e CSLL;Resultado Antes dos Impostos;2;Subtotal;;;;
DRE.16;DRE;IRPJ e CSLL;IRPJ e CSLL;2;Sintetica;;;;
DRE.16.01;DRE;IRPJ;IRPJ e CSLL;3;Sintetica;;;;
DRE.16.01.01;DRE;IRPJ corrente;IRPJ e CSLL;4;Sintetica;;;;
DRE.16.01.01.01;DRE;IRPJ corrente;IRPJ e CSLL;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
DRE.16.01.02;DRE;IRPJ diferido;IRPJ e CSLL;4;Sintetica;;;;
DRE.16.01.02.01;DRE;IRPJ diferido;IRPJ e CSLL;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
DRE.16.02;DRE;CSLL;IRPJ e CSLL;3;Sintetica;;;;
DRE.16.02.01;DRE;CSLL corrente;IRPJ e CSLL;4;Sintetica;;;;
DRE.16.02.01.01;DRE;CSLL corrente;IRPJ e CSLL;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
DRE.16.02.02;DRE;CSLL diferida;IRPJ e CSLL;4;Sintetica;;;;
DRE.16.02.02.01;DRE;CSLL diferida;IRPJ e CSLL;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
DRE.17;DRE;Resultado liquido;Resultado Liquido;2;Subtotal;;;;
01;BP;Ativo;Ativo;1;Sintetica;;;;
01.01;BP;Ativo circulante;Ativo Circulante;2;Sintetica;;;;
01.01.01;BP;Caixa e equivalentes de caixa;Ativo Circulante;3;Sintetica;;;;
01.01.01.01;BP;Caixa e fundos fixos;Ativo Circulante;4;Sintetica;;;;
01.01.01.01.01;BP;Caixa fisico;Ativo Circulante;5;Analitica;;;;
01.01.01.01.02;BP;Fundos fixos e caixinhas;Ativo Circulante;5;Analitica;;;;
01.01.01.01.03;BP;Valores em transito;Ativo Circulante;5;Analitica;;;;
01.01.01.02;BP;Bancos conta movimento;Ativo Circulante;4;Sintetica;;;;
01.01.01.02.01;BP;Bancos nacionais;Ativo Circulante;5;Analitica;;;;
01.01.01.02.02;BP;Bancos no exterior;Ativo Circulante;5;Analitica;;;;
01.01.01.02.03;BP;Contas digitais;Ativo Circulante;5;Analitica;;;;
01.01.01.02.04;BP;Cooperativas de credito;Ativo Circulante;5;Analitica;;;;
01.01.01.02.05;BP;Instituicoes de pagamento;Ativo Circulante;5;Analitica;;;;
01.01.01.02.06;BP;Contas bancarias com restricao;Ativo Circulante;5;Analitica;;;;
01.01.01.02.07;BP;Transitorias bancarias;Ativo Circulante;5;Analitica;;;;
01.01.01.02.99;BP;Outras contas bancarias;Ativo Circulante;5;Analitica;;;;
01.01.01.03;BP;Aplicacoes de liquidez imediata;Ativo Circulante;4;Sintetica;;;;
01.01.01.03.01;BP;CDB, fundos e renda fixa;Ativo Circulante;5;Analitica;;;;
01.01.01.03.02;BP;Poupanca;Ativo Circulante;5;Analitica;;;;
01.01.01.03.03;BP;Aplicacoes automaticas;Ativo Circulante;5;Analitica;;;;
01.01.01.03.04;BP;Aplicacoes com resgate imediato;Ativo Circulante;5;Analitica;;;;
01.01.01.03.99;BP;Outras aplicacoes de curto prazo;Ativo Circulante;5;Analitica;;;;
01.01.02;BP;Creditos;Ativo Circulante;3;Sintetica;;;;
01.01.02.01;BP;Clientes;Ativo Circulante;4;Sintetica;;;;
01.01.02.01.01;BP;Clientes a receber;Ativo Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
01.01.02.01.02;BP;Clientes nacionais;Ativo Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
01.01.02.01.03;BP;Clientes no exterior;Ativo Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
01.01.02.01.04;BP;Clientes partes relacionadas;Ativo Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
01.01.02.01.05;BP;Convenios e operadoras a receber;Ativo Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
01.01.02.01.06;BP;Cartoes e adquirentes a receber;Ativo Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
01.01.02.01.07;BP;Marketplaces e intermediadores a receber;Ativo Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
01.01.02.01.08;BP;Duplicatas e titulos a receber;Ativo Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
01.01.02.01.09;BP;Cheques e boletos a receber;Ativo Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
01.01.02.01.10;BP;Clientes em cobranca;Ativo Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
01.01.02.01.11;BP;Perdas estimadas com clientes;Ativo Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
01.01.02.01.99;BP;Outros recebiveis de clientes;Ativo Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
01.01.02.02;BP;Creditos de funcionarios;Ativo Circulante;4;Sintetica;;;;
01.01.02.02.01;BP;Adiantamentos salariais;Ativo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
01.01.02.02.02;BP;Adiantamento de ferias;Ativo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
01.01.02.02.03;BP;Emprestimos a funcionarios;Ativo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
01.01.02.02.04;BP;Beneficios a recuperar;Ativo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
01.01.02.02.05;BP;Despesas de funcionarios a reembolsar;Ativo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
01.01.02.02.99;BP;Outros creditos de funcionarios;Ativo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
01.01.02.03;BP;Creditos de fornecedores;Ativo Circulante;4;Sintetica;;;;
01.01.02.03.01;BP;Adiantamentos a fornecedores;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.02.03.02;BP;Fornecedores a devolver;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.02.03.03;BP;Bonificacoes e verbas a receber;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.02.03.04;BP;Pedidos e compras antecipadas;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.02.03.99;BP;Outros creditos de fornecedores;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.02.04;BP;Impostos a recuperar;Ativo Circulante;4;Sintetica;;;;
01.01.02.04.01;BP;ICMS a recuperar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.04.02;BP;IPI a recuperar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.04.03;BP;PIS a recuperar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.04.04;BP;COFINS a recuperar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.04.05;BP;INSS a recuperar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.04.06;BP;IRRF a recuperar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.04.07;BP;ISS a recuperar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.04.08;BP;CSLL a recuperar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.04.09;BP;IRPJ a recuperar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.04.99;BP;Outros impostos a recuperar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.05;BP;Impostos a compensar;Ativo Circulante;4;Sintetica;;;;
01.01.02.05.01;BP;Simples Nacional a compensar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.05.02;BP;IRPJ a compensar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.05.03;BP;CSLL a compensar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.05.04;BP;PERDCOMP a compensar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.05.05;BP;Saldos negativos de tributos;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.05.99;BP;Outros impostos a compensar;Ativo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.01.02.06;BP;Outros creditos;Ativo Circulante;4;Sintetica;;;;
01.01.02.06.01;BP;Alugueis a receber;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.02.06.02;BP;Seguros a receber;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.02.06.03;BP;Depositos e caucoes de curto prazo;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.02.06.04;BP;Partes relacionadas curto prazo;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.02.06.05;BP;Conta corrente de socios ativo CP;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.02.06.99;BP;Demais creditos de curto prazo;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.03;BP;Estoques;Ativo Circulante;3;Sintetica;;;;
01.01.03.01;BP;Estoques comerciais;Ativo Circulante;4;Sintetica;;;;
01.01.03.01.01;BP;Mercadorias para revenda;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.03.01.02;BP;Estoque em terceiros ou consignado;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.03.01.03;BP;Importacoes em andamento;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.03.02;BP;Estoques industriais;Ativo Circulante;4;Sintetica;;;;
01.01.03.02.01;BP;Materia-prima e insumos;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.03.02.02;BP;Produtos em elaboracao;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.03.02.03;BP;Produtos acabados;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.03.02.04;BP;Materiais de embalagem;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.03.03;BP;Materiais e almoxarifado;Ativo Circulante;4;Sintetica;;;;
01.01.03.03.01;BP;Materiais de consumo;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.03.03.02;BP;Materiais de manutencao;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.03.03.03;BP;Uniformes, EPIs e apoio operacional;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.03.04;BP;Ajustes de estoque;Ativo Circulante;4;Sintetica;;;;
01.01.03.04.01;BP;Provisao para perdas em estoque;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.03.04.02;BP;Adiantamentos relacionados a estoque;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.03.04.99;BP;Outros estoques;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.04;BP;Despesas antecipadas;Ativo Circulante;3;Sintetica;;;;
01.01.04.01;BP;Contratos e servicos antecipados;Ativo Circulante;4;Sintetica;;;;
01.01.04.01.01;BP;Seguros a apropriar;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.04.01.02;BP;Assinaturas e licencas a apropriar;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.04.01.03;BP;Alugueis antecipados;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.04.01.04;BP;Manutencoes e contratos antecipados;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.04.01.05;BP;Publicidade e campanhas antecipadas;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.01.04.01.99;BP;Outras despesas antecipadas;Ativo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
01.02;BP;Ativo nao circulante;Ativo Nao Circulante;2;Sintetica;;;;
01.02.01;BP;Realizavel a longo prazo;Ativo Nao Circulante;3;Sintetica;;;;
01.02.01.01;BP;Creditos de longo prazo;Ativo Nao Circulante;4;Sintetica;;;;
01.02.01.01.01;BP;Clientes e recebiveis de longo prazo;Ativo Nao Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
01.02.01.01.02;BP;Depositos judiciais;Ativo Nao Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
01.02.01.01.03;BP;Tributos a recuperar longo prazo;Ativo Nao Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
01.02.01.01.04;BP;Partes relacionadas longo prazo;Ativo Nao Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
01.02.01.01.05;BP;Outros creditos de longo prazo;Ativo Nao Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
