codigo_gerencial;demonstrativo;nome;grupo_macro;nivel;natureza;dfc_numero;destino_dfc;descricao_dfc;observacao
01.02.01.01.06;BP;Conta corrente de socios ativo;Ativo Nao Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
01.02.01.01.07;BP;Mutuos com socios e administradores LP;Ativo Nao Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
01.02.02;BP;Investimentos;Ativo Nao Circulante;3;Sintetica;;;;
01.02.02.01;BP;Investimentos permanentes;Ativo Nao Circulante;4;Sintetica;;;;
01.02.02.01.01;BP;Participacoes societarias;Ativo Nao Circulante;5;Analitica;16;DFC.INV.ACOES_COTAS;Aquisicao de acoes/cotas;preenchido pelo plano gerencial editavel
01.02.02.01.02;BP;Imoveis para renda;Ativo Nao Circulante;5;Analitica;16;DFC.INV.ACOES_COTAS;Aquisicao de acoes/cotas;preenchido pelo plano gerencial editavel
01.02.02.01.03;BP;Aplicacoes financeiras de longo prazo;Ativo Nao Circulante;5;Analitica;16;DFC.INV.ACOES_COTAS;Aquisicao de acoes/cotas;preenchido pelo plano gerencial editavel
01.02.02.01.04;BP;Titulo de capitalização;Ativo Nao Circulante;5;Analitica;16;DFC.INV.ACOES_COTAS;Aquisicao de acoes/cotas;preenchido pelo plano gerencial editavel
01.02.02.01.99;BP;Outros investimentos permanentes;Ativo Nao Circulante;5;Analitica;16;DFC.INV.ACOES_COTAS;Aquisicao de acoes/cotas;preenchido pelo plano gerencial editavel
01.02.03;BP;Imobilizado;Ativo Nao Circulante;3;Sintetica;;;;
01.02.03.01;BP;Bens operacionais;Ativo Nao Circulante;4;Sintetica;;;;
01.02.03.01.01;BP;Maquinas e equipamentos;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.03.01.02;BP;Moveis e utensilios;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.03.01.03;BP;Instalacoes;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.03.01.04;BP;Veiculos;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.03.01.05;BP;Computadores e equipamentos de TI;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.03.01.06;BP;Ferramentas, moldes e equipamentos diversos;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.03.01.99;BP;Outros bens operacionais;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.03.02;BP;Imobilizado em andamento e redutoras;Ativo Nao Circulante;4;Sintetica;;;;
01.02.03.02.01;BP;Consorcios e imobilizado em andamento;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.03.02.02;BP;Depreciacao acumulada;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.03.02.03;BP;Perdas por impairment imobilizado;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.04;BP;Intangivel;Ativo Nao Circulante;3;Sintetica;;;;
01.02.04.01;BP;Intangiveis;Ativo Nao Circulante;4;Sintetica;;;;
01.02.04.01.01;BP;Softwares e sistemas;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.04.01.02;BP;Marcas, patentes e direitos;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.04.01.03;BP;Goodwill e fundo de comercio;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.04.01.04;BP;Intangivel em desenvolvimento;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.04.02;BP;Redutoras do intangivel;Ativo Nao Circulante;4;Sintetica;;;;
01.02.04.02.01;BP;Amortizacao acumulada;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.02.04.02.02;BP;Perdas por impairment intangivel;Ativo Nao Circulante;5;Analitica;15;DFC.INV.IMOBILIZADO;Compras de imobilizado;preenchido pelo plano gerencial editavel
01.03;BP;Contas de compensacao ativo;Ativo Compensacao;2;Sintetica;;;;
01.03.01;BP;Garantias e contratos ativos;Ativo Compensacao;3;Sintetica;;;;
01.03.01.01;BP;Garantias recebidas;Ativo Compensacao;4;Sintetica;;;;
01.03.01.01.01;BP;Garantias recebidas de terceiros;Ativo Compensacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
01.03.01.01.02;BP;Caucoes e avais recebidos;Ativo Compensacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
01.03.02;BP;Bens e valores de terceiros;Ativo Compensacao;3;Sintetica;;;;
01.03.02.01;BP;Bens de terceiros sob guarda;Ativo Compensacao;4;Sintetica;;;;
01.03.02.01.01;BP;Bens de terceiros em poder da empresa;Ativo Compensacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
01.03.02.01.02;BP;Mercadorias de terceiros em consignacao;Ativo Compensacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
01.03.03;BP;Contratos e responsabilidades ativas;Ativo Compensacao;3;Sintetica;;;;
01.03.03.01;BP;Direitos contratuais de compensacao;Ativo Compensacao;4;Sintetica;;;;
01.03.03.01.01;BP;Contratos a executar ativos;Ativo Compensacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
01.03.03.01.02;BP;Ativos contingentes controlados;Ativo Compensacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02;BP;Passivo;Passivo;1;Sintetica;;;;
02.01;BP;Passivo circulante;Passivo Circulante;2;Sintetica;;;;
02.01.01;BP;Fornecedores;Passivo Circulante;3;Sintetica;;;;
02.01.01.01;BP;Fornecedores operacionais;Passivo Circulante;4;Sintetica;;;;
02.01.01.01.01;BP;Fornecedores nacionais;Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.01.01.02;BP;Fornecedores de servicos;Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.01.01.03;BP;Fornecedores de mercadorias;Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.01.02;BP;Fornecedores especiais;Passivo Circulante;4;Sintetica;;;;
02.01.01.02.01;BP;Fornecedores no exterior;Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.01.02.02;BP;Fornecedores partes relacionadas;Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.01.02.99;BP;Outros fornecedores;Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.02;BP;Obrigacoes financeiras;Passivo Circulante;3;Sintetica;;;;
02.01.02.01;BP;Emprestimos e financiamentos CP;Passivo Circulante;4;Sintetica;;;;
02.01.02.01.01;BP;Capital de giro CP;Passivo Circulante;5;Analitica;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures;preenchido pelo plano gerencial editavel
02.01.02.01.02;BP;Financiamentos bancarios CP;Passivo Circulante;5;Analitica;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures;preenchido pelo plano gerencial editavel
02.01.02.01.03;BP;Emprestimos bancarios CP;Passivo Circulante;5;Analitica;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures;preenchido pelo plano gerencial editavel
02.01.02.01.04;BP;Arrendamentos e leasing CP;Passivo Circulante;5;Analitica;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures;preenchido pelo plano gerencial editavel
02.01.02.01.05;BP;Juros a apropriar sobre dividas CP;Passivo Circulante;5;Analitica;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures;preenchido pelo plano gerencial editavel
02.01.02.01.99;BP;Outras dividas financeiras CP;Passivo Circulante;5;Analitica;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures;preenchido pelo plano gerencial editavel
02.01.02.02;BP;Instrumentos financeiros e cartoes;Passivo Circulante;4;Sintetica;;;;
02.01.02.02.01;BP;Operacoes com adquirentes a liquidar;Passivo Circulante;5;Analitica;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures;preenchido pelo plano gerencial editavel
02.01.02.02.02;BP;Titulos descontados a pagar;Passivo Circulante;5;Analitica;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures;preenchido pelo plano gerencial editavel
02.01.03;BP;Obrigacoes tributarias;Passivo Circulante;3;Sintetica;;;;
02.01.03.01;BP;Tributos federais;Passivo Circulante;4;Sintetica;;;;
02.01.03.01.01;BP;PIS a recolher;Passivo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.01.03.01.02;BP;COFINS a recolher;Passivo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.01.03.01.03;BP;IRPJ a recolher;Passivo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.01.03.01.04;BP;CSLL a recolher;Passivo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.01.03.01.05;BP;IPI a recolher;Passivo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.01.03.01.06;BP;IRRF e retencoes federais;Passivo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.01.03.01.07;BP;Simples Nacional a recolher;Passivo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.01.03.01.99;BP;Outros tributos federais;Passivo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.01.03.02;BP;Tributos estaduais;Passivo Circulante;4;Sintetica;;;;
02.01.03.02.01;BP;ICMS a recolher;Passivo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.01.03.02.02;BP;ICMS diferencial e antecipacao;Passivo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.01.03.02.99;BP;Outros tributos estaduais;Passivo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.01.03.03;BP;Tributos municipais;Passivo Circulante;4;Sintetica;;;;
02.01.03.03.01;BP;ISS a recolher;Passivo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.01.03.03.99;BP;Outros tributos municipais;Passivo Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.01.04;BP;Obrigacoes sociais;Passivo Circulante;3;Sintetica;;;;
02.01.04.01;BP;Folha a pagar;Passivo Circulante;4;Sintetica;;;;
02.01.04.01.01;BP;Salarios a pagar;Passivo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
02.01.04.01.02;BP;Rescisoes a pagar;Passivo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
02.01.04.01.03;BP;Estagiarios a pagar;Passivo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
02.01.04.01.04;BP;13o salario a pagar;Passivo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
02.01.04.01.05;BP;Ferias a pagar;Passivo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
02.01.04.01.06;BP;Pro labore a pagar;Passivo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
02.01.04.02;BP;Encargos sociais;Passivo Circulante;4;Sintetica;;;;
02.01.04.02.01;BP;INSS a recolher;Passivo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
02.01.04.02.02;BP;FGTS a recolher;Passivo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
02.01.04.02.03;BP;IRRF folha a recolher;Passivo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
02.01.04.02.99;BP;Outros encargos trabalhistas;Passivo Circulante;5;Analitica;4;DFC.OP.EMPREGADOS;Valores pagos a empregados;preenchido pelo plano gerencial editavel
02.01.05;BP;Adiantamentos e debitos diversos;Passivo Circulante;3;Sintetica;;;;
02.01.05.01;BP;Clientes e receitas diferidas;Passivo Circulante;4;Sintetica;;;;
02.01.05.01.01;BP;Adiantamentos de clientes;Passivo Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
02.01.05.01.02;BP;Receitas diferidas curto prazo;Passivo Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.01.05.01.03;BP;Obrigacoes com clientes;Passivo Circulante;5;Analitica;2;DFC.OP.CLIENTES;Valores recebidos de clientes;preenchido pelo plano gerencial editavel
02.01.05.02;BP;Debitos diversos;Passivo Circulante;4;Sintetica;;;;
02.01.05.02.01;BP;Depositos e caucoes recebidos;Passivo Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.01.05.02.99;BP;Outros debitos diversos;Passivo Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.01.06;BP;Outras contas a pagar;Passivo Circulante;3;Sintetica;;;;
02.01.06.01;BP;Contas administrativas;Passivo Circulante;4;Sintetica;;;;
02.01.06.01.01;BP;Contas a pagar administrativas;Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.06.01.02;BP;Alugueis e ocupacao a pagar;Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.06.01.03;BP;Importacoes e despesas aduaneiras a pagar;Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.06.02;BP;Partes relacionadas e utilidades;Passivo Circulante;4;Sintetica;;;;
02.01.06.02.01;BP;Obrigacoes com socios e partes relacionadas CP;Passivo Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.01.06.02.02;BP;Lancamentos a identificar;Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.06.02.03;BP;Agua e esgoto a pagar;Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.06.02.04;BP;Energia eletrica a pagar;Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.06.02.05;BP;Telefone, internet e TV a pagar;Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.06.02.06;BP;Cartoes de credito a pagar';Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.06.02.99;BP;Outras obrigacoes curto prazo;Passivo Circulante;5;Analitica;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores;preenchido pelo plano gerencial editavel
02.01.07;BP;Distribuicoes;Passivo Circulante;3;Sintetica;;;;
02.01.07.01;BP;Distribuicoes a socios;Passivo Circulante;4;Sintetica;;;;
02.01.07.01.01;BP;Dividendos a pagar;Passivo Circulante;5;Analitica;22;DFC.FIN.LUCROS_DIV_PAGOS;Pagamentos de lucros e dividendos;preenchido pelo plano gerencial editavel
02.01.07.01.02;BP;Lucros a pagar;Passivo Circulante;5;Analitica;22;DFC.FIN.LUCROS_DIV_PAGOS;Pagamentos de lucros e dividendos;preenchido pelo plano gerencial editavel
02.01.07.01.03;BP;Juros sobre capital proprio a pagar;Passivo Circulante;5;Analitica;22;DFC.FIN.LUCROS_DIV_PAGOS;Pagamentos de lucros e dividendos;preenchido pelo plano gerencial editavel
02.01.07.01.04;BP;DISTRIBUICOES DE LUCRO;Passivo Circulante;5;Analitica;22;DFC.FIN.LUCROS_DIV_PAGOS;Pagamentos de lucros e dividendos;preenchido pelo plano gerencial editavel
02.01.08;BP;Provisoes;Passivo Circulante;3;Sintetica;;;;
02.01.08.01;BP;Provisoes trabalhistas;Passivo Circulante;4;Sintetica;;;;
02.01.08.01.01;BP;Provisao de ferias e encargos;Passivo Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.01.08.01.02;BP;Provisao de decimo terceiro e encargos;Passivo Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.01.08.01.99;BP;Outras provisoes trabalhistas CP;Passivo Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.01.08.02;BP;Provisoes operacionais;Passivo Circulante;4;Sintetica;;;;
02.01.08.02.01;BP;Provisoes operacionais curto prazo;Passivo Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.01.08.02.99;BP;Outras provisoes CP;Passivo Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.02;BP;Passivo nao circulante;Passivo Nao Circulante;2;Sintetica;;;;
02.02.01;BP;Obrigacoes financeiras LP;Passivo Nao Circulante;3;Sintetica;;;;
02.02.01.01;BP;Emprestimos e financiamentos LP;Passivo Nao Circulante;4;Sintetica;;;;
02.02.01.01.01;BP;Capital de giro LP;Passivo Nao Circulante;5;Analitica;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures;preenchido pelo plano gerencial editavel
02.02.01.01.02;BP;Financiamentos bancarios LP;Passivo Nao Circulante;5;Analitica;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures;preenchido pelo plano gerencial editavel
02.02.01.01.03;BP;Emprestimos bancarios LP;Passivo Nao Circulante;5;Analitica;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures;preenchido pelo plano gerencial editavel
02.02.01.01.04;BP;Arrendamentos e leasing LP;Passivo Nao Circulante;5;Analitica;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures;preenchido pelo plano gerencial editavel
02.02.01.01.05;BP;Juros a apropriar sobre dividas LP;Passivo Nao Circulante;5;Analitica;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures;preenchido pelo plano gerencial editavel
02.02.01.01.99;BP;Outras dividas financeiras LP;Passivo Nao Circulante;5;Analitica;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures;preenchido pelo plano gerencial editavel
02.02.02;BP;Obrigacoes tributarias LP;Passivo Nao Circulante;3;Sintetica;;;;
02.02.02.01;BP;Parcelamentos e tributos LP;Passivo Nao Circulante;4;Sintetica;;;;
02.02.02.01.01;BP;Parcelamentos tributarios LP;Passivo Nao Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.02.02.01.99;BP;Outras obrigacoes tributarias LP;Passivo Nao Circulante;5;Analitica;8;DFC.OP.TRIBUTOS;Tributos pagos;preenchido pelo plano gerencial editavel
02.02.03;BP;Provisoes e contingencias LP;Passivo Nao Circulante;3;Sintetica;;;;
02.02.03.01;BP;Contingencias LP;Passivo Nao Circulante;4;Sintetica;;;;
02.02.03.01.01;BP;Provisoes trabalhistas LP;Passivo Nao Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.02.03.01.02;BP;Provisoes fiscais LP;Passivo Nao Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.02.03.01.03;BP;Provisoes civeis LP;Passivo Nao Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.02.03.01.99;BP;Outras contingencias LP;Passivo Nao Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.02.04;BP;Outras obrigacoes LP;Passivo Nao Circulante;3;Sintetica;;;;
02.02.04.01;BP;Partes relacionadas e receitas diferidas LP;Passivo Nao Circulante;4;Sintetica;;;;
02.02.04.01.01;BP;Obrigacoes com partes relacionadas LP;Passivo Nao Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.02.04.01.02;BP;Receitas diferidas longo prazo;Passivo Nao Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.02.04.01.99;BP;Outras obrigacoes longo prazo;Passivo Nao Circulante;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.03;BP;Contas de compensacao passivo;Passivo Compensacao;2;Sintetica;;;;
02.03.01;BP;Garantias e contratos passivos;Passivo Compensacao;3;Sintetica;;;;
02.03.01.01;BP;Garantias prestadas;Passivo Compensacao;4;Sintetica;;;;
02.03.01.01.01;BP;Garantias prestadas a terceiros;Passivo Compensacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.03.01.01.02;BP;Caucoes e avais prestados;Passivo Compensacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.03.02;BP;Responsabilidades por bens de terceiros;Passivo Compensacao;3;Sintetica;;;;
02.03.02.01;BP;Bens de terceiros sob responsabilidade;Passivo Compensacao;4;Sintetica;;;;
02.03.02.01.01;BP;Responsabilidade por bens de terceiros;Passivo Compensacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.03.02.01.02;BP;Mercadorias de terceiros em consignacao;Passivo Compensacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.03.03;BP;Contratos e responsabilidades passivas;Passivo Compensacao;3;Sintetica;;;;
02.03.03.01;BP;Obrigacoes contratuais de compensacao;Passivo Compensacao;4;Sintetica;;;;
02.03.03.01.01;BP;Contratos a executar passivos;Passivo Compensacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
02.03.03.01.02;BP;Passivos contingentes controlados;Passivo Compensacao;5;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
03;BP;Patrimonio liquido;Patrimonio Liquido;1;Sintetica;;;;
03.01;BP;Capital e reservas;Patrimonio Liquido;2;Sintetica;;;;
03.01.01;BP;Capital social integralizado;Patrimonio Liquido;3;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
03.01.02;BP;Capital social a integralizar;Patrimonio Liquido;3;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
03.01.03;BP;Reservas de capital;Patrimonio Liquido;3;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
03.01.04;BP;Reservas de lucros;Patrimonio Liquido;3;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
03.01.05;BP;Reserva legal;Patrimonio Liquido;3;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
03.01.06;BP;Ajustes de avaliacao patrimonial;Patrimonio Liquido;3;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
03.02;BP;Resultados acumulados;Patrimonio Liquido;2;Sintetica;;;;
03.02.01;BP;Resultados;Patrimonio Liquido;3;Sintetica;;;;
03.02.01.01;BP;Lucros ou prejuizos acumulados;Patrimonio Liquido;4;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
03.02.01.02;BP;Resultado do exercicio;Patrimonio Liquido;4;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
03.02.01.03;BP;Ajustes de exercicios anteriores;Patrimonio Liquido;4;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
03.02.01.04;BP;DISTRIBUICOES DE LUCRO;Patrimonio Liquido;4;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
03.02.01.05;BP;Resultado do periodo gerencial;Patrimonio Liquido;4;Analitica;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos;preenchido pelo plano gerencial editavel
