codigo_gerencial;demonstrativo;grupo_macro;nome;nivel;natureza;sinal_padrao;aceita_depara;observacao;dfc_numero;dfc_codigo;dfc_descricao
02.01.02.01.02;BP;Passivo Circulante;Financiamentos bancarios CP;5;Analitica;Credito;sim;;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures
02.01.02.01.03;BP;Passivo Circulante;Emprestimos bancarios CP;5;Analitica;Credito;sim;;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures
02.01.02.01.04;BP;Passivo Circulante;Arrendamentos e leasing CP;5;Analitica;Credito;sim;;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures
02.01.02.01.05;BP;Passivo Circulante;Juros a apropriar sobre dividas CP;5;Analitica;Debito;sim;;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures
02.01.02.01.99;BP;Passivo Circulante;Outras dividas financeiras CP;5;Analitica;Credito;sim;;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures
02.01.02.02;BP;Passivo Circulante;Instrumentos financeiros e cartoes;4;Sintetica;Credito;nao;;;;
02.01.02.02.01;BP;Passivo Circulante;Operacoes com adquirentes a liquidar;5;Analitica;Credito;sim;;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures
02.01.02.02.02;BP;Passivo Circulante;Titulos descontados a pagar;5;Analitica;Credito;sim;;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures
02.01.03;BP;Passivo Circulante;Obrigacoes tributarias;3;Sintetica;Credito;nao;;;;
02.01.03.01;BP;Passivo Circulante;Tributos federais;4;Sintetica;Credito;nao;;;;
02.01.03.01.01;BP;Passivo Circulante;PIS a recolher;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.01.03.01.02;BP;Passivo Circulante;COFINS a recolher;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.01.03.01.03;BP;Passivo Circulante;IRPJ a recolher;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.01.03.01.04;BP;Passivo Circulante;CSLL a recolher;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.01.03.01.05;BP;Passivo Circulante;IPI a recolher;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.01.03.01.06;BP;Passivo Circulante;IRRF e retencoes federais;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.01.03.01.07;BP;Passivo Circulante;Simples Nacional a recolher;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.01.03.01.99;BP;Passivo Circulante;Outros tributos federais;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.01.03.02;BP;Passivo Circulante;Tributos estaduais;4;Sintetica;Credito;nao;;;;
02.01.03.02.01;BP;Passivo Circulante;ICMS a recolher;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.01.03.02.02;BP;Passivo Circulante;ICMS diferencial e antecipacao;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.01.03.02.99;BP;Passivo Circulante;Outros tributos estaduais;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.01.03.03;BP;Passivo Circulante;Tributos municipais;4;Sintetica;Credito;nao;;;;
02.01.03.03.01;BP;Passivo Circulante;ISS a recolher;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.01.03.03.99;BP;Passivo Circulante;Outros tributos municipais;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.01.04;BP;Passivo Circulante;Obrigacoes sociais;3;Sintetica;Credito;nao;;;;
02.01.04.01;BP;Passivo Circulante;Folha a pagar;4;Sintetica;Credito;nao;;;;
02.01.04.01.01;BP;Passivo Circulante;Salarios a pagar;5;Analitica;Credito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
02.01.04.01.02;BP;Passivo Circulante;Rescisoes a pagar;5;Analitica;Credito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
02.01.04.01.03;BP;Passivo Circulante;Estagiarios a pagar;5;Analitica;Credito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
02.01.04.01.04;BP;Passivo Circulante;13o salario a pagar;5;Analitica;Credito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
02.01.04.01.05;BP;Passivo Circulante;Ferias a pagar;5;Analitica;Credito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
02.01.04.01.06;BP;Passivo Circulante;Pro labore a pagar;5;Analitica;Credito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
02.01.04.02;BP;Passivo Circulante;Encargos sociais;4;Sintetica;Credito;nao;;;;
02.01.04.02.01;BP;Passivo Circulante;INSS a recolher;5;Analitica;Credito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
02.01.04.02.02;BP;Passivo Circulante;FGTS a recolher;5;Analitica;Credito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
02.01.04.02.03;BP;Passivo Circulante;IRRF folha a recolher;5;Analitica;Credito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
02.01.04.02.99;BP;Passivo Circulante;Outros encargos trabalhistas;5;Analitica;Credito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
02.01.05;BP;Passivo Circulante;Adiantamentos e debitos diversos;3;Sintetica;Credito;nao;;;;
02.01.05.01;BP;Passivo Circulante;Clientes e receitas diferidas;4;Sintetica;Credito;nao;;;;
02.01.05.01.01;BP;Passivo Circulante;Adiantamentos de clientes;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
02.01.05.01.02;BP;Passivo Circulante;Receitas diferidas curto prazo;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.01.05.01.03;BP;Passivo Circulante;Obrigacoes com clientes;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
02.01.05.02;BP;Passivo Circulante;Debitos diversos;4;Sintetica;Credito;nao;;;;
02.01.05.02.01;BP;Passivo Circulante;Depositos e caucoes recebidos;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.01.05.02.99;BP;Passivo Circulante;Outros debitos diversos;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.01.06;BP;Passivo Circulante;Outras contas a pagar;3;Sintetica;Credito;nao;;;;
02.01.06.01;BP;Passivo Circulante;Contas administrativas;4;Sintetica;Credito;nao;;;;
02.01.06.01.01;BP;Passivo Circulante;Contas a pagar administrativas;5;Analitica;Credito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
02.01.06.01.02;BP;Passivo Circulante;Alugueis e ocupacao a pagar;5;Analitica;Credito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
02.01.06.01.03;BP;Passivo Circulante;Importacoes e despesas aduaneiras a pagar;5;Analitica;Credito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
02.01.06.02;BP;Passivo Circulante;Partes relacionadas e utilidades;4;Sintetica;Credito;nao;;;;
02.01.06.02.01;BP;Passivo Circulante;Obrigacoes com socios e partes relacionadas CP;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.01.06.02.02;BP;Passivo Circulante;Lancamentos a identificar;5;Analitica;Credito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
02.01.06.02.03;BP;Passivo Circulante;Agua e esgoto a pagar;5;Analitica;Credito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
02.01.06.02.04;BP;Passivo Circulante;Energia eletrica a pagar;5;Analitica;Credito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
02.01.06.02.05;BP;Passivo Circulante;Telefone, internet e TV a pagar;5;Analitica;Credito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
02.01.06.02.06;BP;Passivo Circulante;Cartoes de credito a pagar';5;Analitica;Credito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
02.01.06.02.99;BP;Passivo Circulante;Outras obrigacoes curto prazo;5;Analitica;Credito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
02.01.07;BP;Passivo Circulante;Distribuicoes;3;Sintetica;Credito;nao;;;;
02.01.07.01;BP;Passivo Circulante;Distribuicoes a socios;4;Sintetica;Credito;nao;;;;
02.01.07.01.01;BP;Passivo Circulante;Dividendos a pagar;5;Analitica;Credito;sim;;22;DFC.FIN.LUCROS_DIV_PAGOS;Pagamentos de lucros e dividendos
02.01.07.01.02;BP;Passivo Circulante;Lucros a pagar;5;Analitica;Credito;sim;;22;DFC.FIN.LUCROS_DIV_PAGOS;Pagamentos de lucros e dividendos
02.01.07.01.03;BP;Passivo Circulante;Juros sobre capital proprio a pagar;5;Analitica;Credito;sim;;22;DFC.FIN.LUCROS_DIV_PAGOS;Pagamentos de lucros e dividendos
02.01.07.01.04;BP;Passivo Circulante;DISTRIBUICOES DE LUCRO;5;Analitica;Credito;sim;;22;DFC.FIN.LUCROS_DIV_PAGOS;Pagamentos de lucros e dividendos
02.01.08;BP;Passivo Circulante;Provisoes;3;Sintetica;Credito;nao;;;;
02.01.08.01;BP;Passivo Circulante;Provisoes trabalhistas;4;Sintetica;Credito;nao;;;;
02.01.08.01.01;BP;Passivo Circulante;Provisao de ferias e encargos;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.01.08.01.02;BP;Passivo Circulante;Provisao de decimo terceiro e encargos;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.01.08.01.99;BP;Passivo Circulante;Outras provisoes trabalhistas CP;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.01.08.02;BP;Passivo Circulante;Provisoes operacionais;4;Sintetica;Credito;nao;;;;
02.01.08.02.01;BP;Passivo Circulante;Provisoes operacionais curto prazo;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.01.08.02.99;BP;Passivo Circulante;Outras provisoes CP;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.02;BP;Passivo Nao Circulante;Passivo nao circulante;2;Sintetica;Credito;nao;;;;
02.02.01;BP;Passivo Nao Circulante;Obrigacoes financeiras LP;3;Sintetica;Credito;nao;;;;
02.02.01.01;BP;Passivo Nao Circulante;Emprestimos e financiamentos LP;4;Sintetica;Credito;nao;;;;
02.02.01.01.01;BP;Passivo Nao Circulante;Capital de giro LP;5;Analitica;Credito;sim;;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures
02.02.01.01.02;BP;Passivo Nao Circulante;Financiamentos bancarios LP;5;Analitica;Credito;sim;;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures
02.02.01.01.03;BP;Passivo Nao Circulante;Emprestimos bancarios LP;5;Analitica;Credito;sim;;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures
02.02.01.01.04;BP;Passivo Nao Circulante;Arrendamentos e leasing LP;5;Analitica;Credito;sim;;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures
02.02.01.01.05;BP;Passivo Nao Circulante;Juros a apropriar sobre dividas LP;5;Analitica;Debito;sim;;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures
02.02.01.01.99;BP;Passivo Nao Circulante;Outras dividas financeiras LP;5;Analitica;Credito;sim;;24;DFC.FIN.EMPRESTIMOS_PAGOS;Pagamentos de emprestimos/Debentures
02.02.02;BP;Passivo Nao Circulante;Obrigacoes tributarias LP;3;Sintetica;Credito;nao;;;;
02.02.02.01;BP;Passivo Nao Circulante;Parcelamentos e tributos LP;4;Sintetica;Credito;nao;;;;
02.02.02.01.01;BP;Passivo Nao Circulante;Parcelamentos tributarios LP;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.02.02.01.99;BP;Passivo Nao Circulante;Outras obrigacoes tributarias LP;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
02.02.03;BP;Passivo Nao Circulante;Provisoes e contingencias LP;3;Sintetica;Credito;nao;;;;
02.02.03.01;BP;Passivo Nao Circulante;Contingencias LP;4;Sintetica;Credito;nao;;;;
02.02.03.01.01;BP;Passivo Nao Circulante;Provisoes trabalhistas LP;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.02.03.01.02;BP;Passivo Nao Circulante;Provisoes fiscais LP;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.02.03.01.03;BP;Passivo Nao Circulante;Provisoes civeis LP;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.02.03.01.99;BP;Passivo Nao Circulante;Outras contingencias LP;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.02.04;BP;Passivo Nao Circulante;Outras obrigacoes LP;3;Sintetica;Credito;nao;;;;
02.02.04.01;BP;Passivo Nao Circulante;Partes relacionadas e receitas diferidas LP;4;Sintetica;Credito;nao;;;;
02.02.04.01.01;BP;Passivo Nao Circulante;Obrigacoes com partes relacionadas LP;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.02.04.01.02;BP;Passivo Nao Circulante;Receitas diferidas longo prazo;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.02.04.01.99;BP;Passivo Nao Circulante;Outras obrigacoes longo prazo;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.03;BP;Passivo Compensacao;Contas de compensacao passivo;2;Sintetica;Credito;nao;;;;
02.03.01;BP;Passivo Compensacao;Garantias e contratos passivos;3;Sintetica;Credito;nao;;;;
02.03.01.01;BP;Passivo Compensacao;Garantias prestadas;4;Sintetica;Credito;nao;;;;
02.03.01.01.01;BP;Passivo Compensacao;Garantias prestadas a terceiros;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.03.01.01.02;BP;Passivo Compensacao;Caucoes e avais prestados;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.03.02;BP;Passivo Compensacao;Responsabilidades por bens de terceiros;3;Sintetica;Credito;nao;;;;
02.03.02.01;BP;Passivo Compensacao;Bens de terceiros sob responsabilidade;4;Sintetica;Credito;nao;;;;
02.03.02.01.01;BP;Passivo Compensacao;Responsabilidade por bens de terceiros;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.03.02.01.02;BP;Passivo Compensacao;Mercadorias de terceiros em consignacao;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.03.03;BP;Passivo Compensacao;Contratos e responsabilidades passivas;3;Sintetica;Credito;nao;;;;
02.03.03.01;BP;Passivo Compensacao;Obrigacoes contratuais de compensacao;4;Sintetica;Credito;nao;;;;
02.03.03.01.01;BP;Passivo Compensacao;Contratos a executar passivos;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
02.03.03.01.02;BP;Passivo Compensacao;Passivos contingentes controlados;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
03;BP;Patrimonio Liquido;Patrimonio liquido;1;Sintetica;Credito;nao;;;;
03.01;BP;Patrimonio Liquido;Capital e reservas;2;Sintetica;Credito;nao;;;;
03.01.01;BP;Patrimonio Liquido;Capital social integralizado;3;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
03.01.02;BP;Patrimonio Liquido;Capital social a integralizar;3;Analitica;Debito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
03.01.03;BP;Patrimonio Liquido;Reservas de capital;3;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
03.01.04;BP;Patrimonio Liquido;Reservas de lucros;3;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
03.01.05;BP;Patrimonio Liquido;Reserva legal;3;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
03.01.06;BP;Patrimonio Liquido;Ajustes de avaliacao patrimonial;3;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
03.02;BP;Patrimonio Liquido;Resultados acumulados;2;Sintetica;Credito;nao;;;;
03.02.01;BP;Patrimonio Liquido;Resultados;3;Sintetica;Credito;nao;;;;
03.02.01.01;BP;Patrimonio Liquido;Lucros ou prejuizos acumulados;4;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
03.02.01.02;BP;Patrimonio Liquido;Resultado do exercicio;4;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
03.02.01.03;BP;Patrimonio Liquido;Ajustes de exercicios anteriores;4;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
03.02.01.04;BP;Patrimonio Liquido;DISTRIBUICOES DE LUCRO;4;Analitica;Debito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
03.02.01.05;BP;Patrimonio Liquido;Resultado do periodo gerencial;4;Analitica;Credito;sim;Linha calculada automaticamente pela DRE.;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
