codigo_gerencial;demonstrativo;grupo_macro;nome;nivel;natureza;sinal_padrao;aceita_depara;observacao;dfc_numero;dfc_codigo;dfc_descricao
DRE.07.02.01.03;DRE;Despesas Administrativas;Aluguel de equipamentos;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.02.02;DRE;Despesas Administrativas;Utilidades e comunicacao;4;Sintetica;Neutro;nao;;;;
DRE.07.02.02.01;DRE;Despesas Administrativas;Energia eletrica;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.02.02.02;DRE;Despesas Administrativas;Agua e saneamento;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.02.02.03;DRE;Despesas Administrativas;Telefone e internet;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.02.03;DRE;Despesas Administrativas;Manutencao, limpeza e seguranca;4;Sintetica;Neutro;nao;;;;
DRE.07.02.03.01;DRE;Despesas Administrativas;Limpeza, conservacao e manutencao;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.02.03.02;DRE;Despesas Administrativas;Seguranca e monitoramento;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.02.03.03;DRE;Despesas Administrativas;Manutencao predial e reparos gerais;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.03;DRE;Despesas Administrativas;Tecnologia e sistemas;3;Sintetica;Neutro;nao;;;;
DRE.07.03.01;DRE;Despesas Administrativas;Softwares e assinaturas digitais;4;Sintetica;Neutro;nao;;;;
DRE.07.03.01.01;DRE;Despesas Administrativas;Softwares e licencas;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.03.01.02;DRE;Despesas Administrativas;Assinaturas digitais;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.03.02;DRE;Despesas Administrativas;Nuvem e infraestrutura digital;4;Sintetica;Neutro;nao;;;;
DRE.07.03.02.01;DRE;Despesas Administrativas;Hospedagem, nuvem e infraestrutura digital;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.03.03;DRE;Despesas Administrativas;Suporte e servicos de TI;4;Sintetica;Neutro;nao;;;;
DRE.07.03.03.01;DRE;Despesas Administrativas;Suporte e servicos de TI;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.03.04;DRE;Despesas Administrativas;Equipamentos e perifericos de TI;4;Sintetica;Neutro;nao;;;;
DRE.07.03.04.01;DRE;Despesas Administrativas;Equipamentos de pequeno valor de TI;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.04;DRE;Despesas Administrativas;Servicos tomados;3;Sintetica;Neutro;nao;;;;
DRE.07.04.01;DRE;Despesas Administrativas;Honorarios, consultorias e auditoria;4;Sintetica;Neutro;nao;;;;
DRE.07.04.01.01;DRE;Despesas Administrativas;Honorarios contabeis;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.04.01.02;DRE;Despesas Administrativas;Honorarios juridicos;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.04.01.03;DRE;Despesas Administrativas;Honorarios de consultorias;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.04.01.04;DRE;Despesas Administrativas;Auditoria e certificacoes;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.04.02;DRE;Despesas Administrativas;Servicos - administrativo e tecnicos;4;Sintetica;Neutro;nao;;;;
DRE.07.04.02.01;DRE;Despesas Administrativas;Servicos adminsitrativos;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.04.02.02;DRE;Despesas Administrativas;Despachante, comercio exterior e alfandega;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.04.02.03;DRE;Despesas Administrativas;Servicos - administrativo contratados;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.04.02.04;DRE;Despesas Administrativas;Servicos medicos e ocupacionais;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.04.03;DRE;Despesas Administrativas;Servicos de manutencao e apoio;4;Sintetica;Neutro;nao;;;;
DRE.07.04.03.01;DRE;Despesas Administrativas;Dedetizacao e controle de pragas;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.04.03.02;DRE;Despesas Administrativas;Assistencia, manutencao e reparos em geral;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.04.03.99;DRE;Despesas Administrativas;Outros servicos tomados;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.05;DRE;Despesas Administrativas;Consumo interno;3;Sintetica;Neutro;nao;;;;
DRE.07.05.01;DRE;Despesas Administrativas;Materiais - administrativo;4;Sintetica;Neutro;nao;;;;
DRE.07.05.01.01;DRE;Despesas Administrativas;Material de escritorio;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.05.01.02;DRE;Despesas Administrativas;Correios e postais;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.05.01.03;DRE;Despesas Administrativas;Bens de pequeno valor;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.05.01.04;DRE;Despesas Administrativas;Materiais diversos;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.05.01.05;DRE;Despesas Administrativas;Material de consumo geral;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.05.02;DRE;Despesas Administrativas;Copa e refeicoes internas;4;Sintetica;Neutro;nao;;;;
DRE.07.05.02.01;DRE;Despesas Administrativas;Copa, refeicoes e lanches;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.05.03;DRE;Despesas Administrativas;Materiais de limpeza e apoio operacional;4;Sintetica;Neutro;nao;;;;
DRE.07.05.03.01;DRE;Despesas Administrativas;Materiais de limpeza;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.05.03.02;DRE;Despesas Administrativas;Materiais operacionais e de apoio;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.06;DRE;Despesas Administrativas;Mobilidade administrativa;3;Sintetica;Neutro;nao;;;;
DRE.07.06.01;DRE;Despesas Administrativas;Viagens, conducoes e pedagios;4;Sintetica;Neutro;nao;;;;
DRE.07.06.01.01;DRE;Despesas Administrativas;Viagens e hospedagens administrativas;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.06.01.02;DRE;Despesas Administrativas;Estacionamento, pedagios e conducoes;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.06.02;DRE;Despesas Administrativas;Veiculos e combustiveis;4;Sintetica;Neutro;nao;;;;
DRE.07.06.02.01;DRE;Despesas Administrativas;Combustiveis e lubrificantes;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.06.02.02;DRE;Despesas Administrativas;Aluguel de veiculos;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.06.02.03;DRE;Despesas Administrativas;Manutencao de veiculos;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07;DRE;Despesas Administrativas;Taxas e despesas gerais;3;Sintetica;Neutro;nao;;;;
DRE.07.07.01;DRE;Despesas Administrativas;Taxas legais e entidades;4;Sintetica;Neutro;nao;;;;
DRE.07.07.01.01;DRE;Despesas Administrativas;Cartorios e taxas legais;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.01.02;DRE;Despesas Administrativas;Associacoes, conselhos e sindicatos;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.01.03;DRE;Despesas Administrativas;Mensalidades associativas e sindicatos;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.02;DRE;Despesas Administrativas;Multas e penalidades;4;Sintetica;Neutro;nao;;;;
DRE.07.07.02.01;DRE;Despesas Administrativas;Multas administrativas e nao dedutiveis;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.03;DRE;Despesas Administrativas;Depreciacao e amortizacao administrativa;4;Sintetica;Neutro;nao;;;;
DRE.07.07.03.01;DRE;Despesas Administrativas;Depreciacao e amortizacao administrativa;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.04;DRE;Despesas Administrativas;Despesas corporativas diversas;4;Sintetica;Neutro;nao;;;;
DRE.07.07.04.01;DRE;Despesas Administrativas;Gastos com cartao corporativo;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.04.02;DRE;Despesas Administrativas;Brindes institucionais;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.04.03;DRE;Despesas Administrativas;Eventos corporativos;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.04.04;DRE;Despesas Administrativas;Publicidade e propaganda;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.04.05;DRE;Despesas Administrativas;Reembolso de despesas;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.04.06;DRE;Despesas Administrativas;Premios de seguros;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.04.07;DRE;Despesas Administrativas;Plano de saude;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.04.08;DRE;Despesas Administrativas;Associacoes e classes;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.04.09;DRE;Despesas Administrativas;Transportes, fretes e deslocamentos - administrativo;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.04.10;DRE;Despesas Administrativas;Marcas e patentes;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.04.11;DRE;Despesas Administrativas;Acoes internas;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.07.05;DRE;Despesas Administrativas;Outras despesas administrativas;4;Sintetica;Neutro;nao;;;;
DRE.07.07.05.01;DRE;Despesas Administrativas;Outras despesas administrativas;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.08;DRE;Tributos e Provisoes;Tributos e provisoes operacionais;2;Sintetica;Neutro;nao;;;;
DRE.08.01;DRE;Tributos e Provisoes;Tributos operacionais;3;Sintetica;Neutro;nao;;;;
DRE.08.01.01;DRE;Tributos e Provisoes;Tributos financeiros e operacionais;4;Sintetica;Neutro;nao;;;;
DRE.08.01.01.01;DRE;Tributos e Provisoes;IOF operacional;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.08.01.02;DRE;Tributos e Provisoes;Taxas patrimoniais e reguladoras;4;Sintetica;Neutro;nao;;;;
DRE.08.01.02.01;DRE;Tributos e Provisoes;Taxas de conselhos e orgaos reguladores;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.08.01.02.02;DRE;Tributos e Provisoes;IPTU, IPVA e taxas patrimoniais;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.08.01.03;DRE;Tributos e Provisoes;Outros tributos operacionais;4;Sintetica;Neutro;nao;;;;
DRE.08.01.03.01;DRE;Tributos e Provisoes;Outros tributos operacionais;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.08.02;DRE;Tributos e Provisoes;Provisoes e perdas;3;Sintetica;Neutro;nao;;;;
DRE.08.02.01;DRE;Tributos e Provisoes;Provisoes e contingencias;4;Sintetica;Neutro;nao;;;;
DRE.08.02.01.01;DRE;Tributos e Provisoes;Provisoes operacionais;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.08.02.01.02;DRE;Tributos e Provisoes;Contingencias operacionais;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.08.02.02;DRE;Tributos e Provisoes;Perdas estimadas e diversas;4;Sintetica;Neutro;nao;;;;
DRE.08.02.02.01;DRE;Tributos e Provisoes;Perdas estimadas com clientes;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.08.02.02.02;DRE;Tributos e Provisoes;Perdas diversas;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.09;DRE;Outros Resultados Operacionais;Outros resultados operacionais;2;Sintetica;Neutro;nao;;;;
DRE.09.01;DRE;Outros Resultados Operacionais;Outras receitas operacionais;3;Sintetica;Neutro;nao;;;;
DRE.09.01.01;DRE;Outros Resultados Operacionais;Recuperacoes e bonificacoes;4;Sintetica;Neutro;nao;;;;
DRE.09.01.01.01;DRE;Outros Resultados Operacionais;Bonificacoes recebidas;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
DRE.09.01.01.02;DRE;Outros Resultados Operacionais;Recuperacoes operacionais;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
DRE.09.01.02;DRE;Outros Resultados Operacionais;Alienacao de ativos;4;Sintetica;Neutro;nao;;;;
DRE.09.01.02.01;DRE;Outros Resultados Operacionais;Receita na alienacao de ativos;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
DRE.09.01.03;DRE;Outros Resultados Operacionais;Demais receitas operacionais;4;Sintetica;Neutro;nao;;;;
DRE.09.01.03.01;DRE;Outros Resultados Operacionais;Demais receitas operacionais;5;Analitica;Credito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
DRE.09.02;DRE;Outros Resultados Operacionais;Outras despesas operacionais;3;Sintetica;Neutro;nao;;;;
DRE.09.02.01;DRE;Outros Resultados Operacionais;Baixas e alienacao de ativos;4;Sintetica;Neutro;nao;;;;
DRE.09.02.01.01;DRE;Outros Resultados Operacionais;Custo na alienacao de ativos;5;Analitica;Debito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
DRE.09.02.01.02;DRE;Outros Resultados Operacionais;Baixas operacionais;5;Analitica;Debito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
DRE.09.02.02;DRE;Outros Resultados Operacionais;Perdas e demais despesas operacionais;4;Sintetica;Neutro;nao;;;;
DRE.09.02.02.01;DRE;Outros Resultados Operacionais;Perdas operacionais nao recorrentes;5;Analitica;Debito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
DRE.09.02.02.02;DRE;Outros Resultados Operacionais;Demais despesas operacionais;5;Analitica;Debito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
DRE.09.02.02.03;DRE;Outros Resultados;Outros resultados operacionais identificados;5;Analitica;Debito;sim;Conta do balancete atual.;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
DRE.10;DRE;Resultado Operacional;Resultado operacional;2;Subtotal;Credito;nao;;;;
DRE.11;DRE;Depreciacao e Amortizacao;Depreciacao e amortizacao destacada;2;Sintetica;Neutro;nao;;;;
DRE.11.01;DRE;Depreciacao e Amortizacao;Depreciacao e amortizacao;3;Sintetica;Neutro;nao;;;;
DRE.11.01.01;DRE;Depreciacao e Amortizacao;Depreciacao;4;Sintetica;Neutro;nao;;;;
DRE.11.01.01.01;DRE;Depreciacao e Amortizacao;Depreciacao destacada;5;Analitica;Debito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
DRE.11.01.02;DRE;Depreciacao e Amortizacao;Amortizacao;4;Sintetica;Neutro;nao;;;;
DRE.11.01.02.01;DRE;Depreciacao e Amortizacao;Amortizacao destacada;5;Analitica;Debito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
DRE.11.01.03;DRE;Depreciacao e Amortizacao;Exaustao;4;Sintetica;Neutro;nao;;;;
DRE.11.01.03.01;DRE;Depreciacao e Amortizacao;Exaustao destacada;5;Analitica;Debito;sim;;12;DFC.OP.OUTROS;Outros recebimentos/(pagamento) liquidos
DRE.12;DRE;Resultado Operacional;Resultado operacional;2;Subtotal;Credito;nao;;;;
DRE.13;DRE;Resultado Financeiro;Resultado financeiro;2;Sintetica;Neutro;nao;;;;
DRE.13.01;DRE;Resultado Financeiro;Receitas financeiras;3;Sintetica;Neutro;nao;;;;
DRE.13.01.01;DRE;Resultado Financeiro;Rendimentos de aplicacoes;4;Sintetica;Neutro;nao;;;;
DRE.13.01.01.01;DRE;Resultado Financeiro;Rendimentos de aplicacoes financeiras;5;Analitica;Credito;sim;;6;DFC.OP.REC_FIN;Receitas financeiras
DRE.13.01.02;DRE;Resultado Financeiro;Juros, descontos e recuperacoes financeiras;4;Sintetica;Neutro;nao;;;;
DRE.13.01.02.01;DRE;Resultado Financeiro;Juros ativos;5;Analitica;Credito;sim;;6;DFC.OP.REC_FIN;Receitas financeiras
DRE.13.01.02.02;DRE;Resultado Financeiro;Descontos obtidos;5;Analitica;Credito;sim;;6;DFC.OP.REC_FIN;Receitas financeiras
DRE.13.01.02.03;DRE;Resultado Financeiro;Recuperacoes e atualizacoes financeiras;5;Analitica;Credito;sim;;6;DFC.OP.REC_FIN;Receitas financeiras
DRE.13.02;DRE;Resultado Financeiro;Despesas financeiras;3;Sintetica;Neutro;nao;;;;
DRE.13.02.01;DRE;Resultado Financeiro;Tarifas e despesas bancarias;4;Sintetica;Neutro;nao;;;;
